61588.8,4.420817,-0.001
61589.9,4.420817,-0.001
61590.9,4.420817,-0.001
61592,5.380969,0
61593,5.380969,0
61594,5.619004,-0.001
61595.1,5.619004,-0.001
61596.1,4.893455,0
61597.1,4.893455,0
61598.1,5.231052,0
61599.2,5.231052,0
61600.2,5.231052,0
61601.2,5.338626,0
61602.2,5.338626,0
61603.3,5.202442,0
61604.3,5.202442,0
61605.3,5.984067,0
61606.3,5.984067,0
61607.4,5.258518,0
61608.4,5.258518,0
61609.5,5.581239,0
61610.5,5.581239,0
61611.6,5.581239,0
61612.6,4.991873,0
61613.6,4.991873,0
61614.7,6.077909,0
61615.7,6.077909,0
61616.8,5.029638,0
61617.8,5.029638,0
61618.8,4.973562,0
61619.9,4.973562,0
61620.9,5.731155,0
61621.9,5.731155,0
61623,5.731155,0
61624,5.446199,0
61625.1,5.446199,0
61626.1,5.478243,-0.001
61627.1,5.478243,-0.001
61628.2,5.094869,0
61629.2,5.094869,0
61630.3,5.169255,0
61631.3,5.169255,0
61632.3,5.169255,0
61633.4,5.28255,-0.001
61634.4,5.28255,-0.001
61635.4,5.066259,0
61636.4,5.066259,0
61637.4,5.22533,0
61638.5,5.22533,0
61639.5,5.347781,0
61640.6,5.347781,0
61641.6,5.661347,0
61642.6,5.661347,0
61643.7,5.661347,0
61644.7,5.085713,0
61645.7,5.085713,0
61646.8,4.987295,0
61647.8,4.987295,0
61648.8,5.675079,0
61649.8,5.675079,0
61650.9,4.766426,0
61651.9,4.766426,0
61652.9,4.766426,0
61653.9,4.954108,-0.001
61654.9,4.954108,-0.001
61656,3.900115,-0.001
61657,3.900115,-0.001
61658,4.832801,0
61659,4.832801,0
61660.1,4.307521,0
61661.1,4.307521,0
61662.2,4.307521,0
61663.2,4.349864,0
61664.2,4.349864,0
61665.2,4.66343,0
61666.2,4.66343,0
61667.2,5.455355,-0.001
61668.3,5.455355,-0.001
61669.3,4.869422,0
61670.3,4.869422,0
61671.3,4.869422,0
61672.4,5.319171,0
61673.4,5.319171,0
61674.4,5.076558,-0.001
61675.4,5.076558,-0.001
61676.4,5.694534,0
61677.5,5.694534,0
61678.5,5.862761,0
61679.5,5.862761,0
61680.5,5.862761,0
61681.5,5.79753,-0.001
61682.6,5.79753,-0.001
61683.6,6.227825,0
61684.6,6.227825,0
61685.7,5.927992,0
61686.7,5.927992,0
61687.7,5.97949,0
61688.7,5.97949,0
61689.8,5.97949,0
61690.9,5.918837,0
61691.9,5.918837,0
61692.9,5.97949,0
61694,5.97949,0
61695,5.923414,-0.001
61696,5.923414,-0.001
61697.1,5.815841,0
61698.1,5.815841,0
61699.2,6.200359,0
61700.2,6.200359,0
61701.2,6.200359,0
61702.3,6.035565,0
61703.3,6.035565,0
61704.3,5.994367,0
61705.3,5.994367,0
61706.3,5.914259,0
61707.4,5.914259,0
61708.4,5.726577,0
61709.4,5.726577,0
61710.4,5.726577,0
61711.5,5.581239,0
61712.5,5.581239,0
61713.6,5.441622,0
61714.6,5.441622,0
61715.6,5.562928,0
61716.6,5.562928,0
61717.6,5.75061,0
61718.7,5.75061,0
61719.7,5.75061,0
61720.8,5.759765,0
61721.8,5.759765,0
61722.8,5.834151,0
61723.9,5.834151,0
61724.9,6.003522,0
61725.9,6.003522,0
61726.9,5.994367,0
61728,5.994367,0
61729,5.75061,0
61730,5.75061,0
61731,5.75061,0
61732,6.227825,0
61733.1,6.227825,0
61734.1,6.073331,0
61735.1,6.073331,0
61736.2,5.746032,0
61737.2,5.746032,0
61738.3,5.323749,0
61739.3,5.323749,0
61740.3,5.323749,0
61741.3,6.003522,0
61742.4,6.003522,0
61743.4,6.195782,0
61744.4,6.195782,0
61745.4,5.586961,0
61746.4,5.586961,0
61747.4,5.970335,-0.001
61748.5,5.970335,-0.001
61749.5,5.970335,-0.001
61750.6,6.120251,0
61751.6,6.120251,0
61752.6,5.942869,0
61753.7,5.942869,0
61754.7,6.406351,-0.001
61755.7,6.406351,-0.001
61756.7,6.129406,0
61757.7,6.129406,0
61758.7,6.129406,0
61759.7,5.881072,0
61760.8,5.881072,0
61761.8,6.02641,0
61762.8,6.02641,0
61763.8,5.867339,0
61764.8,5.867339,0
61765.8,5.483965,0
61766.8,5.483965,0
61767.9,5.483965,0
61768.9,5.343204,0
61769.9,5.343204,0
61771,5.497697,0
61772.1,5.497697,0
61773.1,5.520586,0
